"Read_code","Term","Disease"
"7P20300","Delivery of rehabilitation for rheumatoid arthritis","Rheumatoid Arthritis"
"9mM..00","Rheumatoid arthritis monitoring invitation","Rheumatoid Arthritis"
"9mM0.00","Rheumatoid arthritis monitoring invitation first letter","Rheumatoid Arthritis"
"9mM1.00","Rheumatoid arthritis monitoring invitation second letter","Rheumatoid Arthritis"
"9mM2.00","Rheumatoid arthritis monitoring invitation third letter","Rheumatoid Arthritis"
"9mM3.00","Rheumatoid arthritis monitoring verbal invitation","Rheumatoid Arthritis"
"9mM4.00","Rheumatoid arthritis monitoring telephone invitation","Rheumatoid Arthritis"
"F371200","Polyneuropathy in rheumatoid arthritis","Rheumatoid Arthritis"
"F396400","Myopathy due to rheumatoid arthritis","Rheumatoid Arthritis"
"G5y8.00","Rheumatoid myocarditis","Rheumatoid Arthritis"
"G5yA.00","Rheumatoid carditis","Rheumatoid Arthritis"
"H570.00","Rheumatoid lung","Rheumatoid Arthritis"
"M154.00","Lupus erythematosus","Rheumatoid Arthritis"
"M154100","Discoid lupus erythematosus","Rheumatoid Arthritis"
"M154700","Subacute cutaneous lupus erythematosus","Rheumatoid Arthritis"
"M154z00","Lupus erythematosus NOS","Rheumatoid Arthritis"
"M160.00","Psoriatic arthropathy","Rheumatoid Arthritis"
"M160.11","Psoriatic arthritis","Rheumatoid Arthritis"
"M160000","Psoriasis spondylitica","Rheumatoid Arthritis"
"M160z00","Psoriatic arthropathy NOS","Rheumatoid Arthritis"
"N000.00","Systemic lupus erythematosus","Rheumatoid Arthritis"
"N001.12","Systemic sclerosis","Rheumatoid Arthritis"
"N001000","Progressive systemic sclerosis","Rheumatoid Arthritis"
"N001100","CREST syndrome","Rheumatoid Arthritis"
"N003.00","Dermatomyositis","Rheumatoid Arthritis"
"N003000","Juvenile dermatomyositis","Rheumatoid Arthritis"
"N003X00","Dermatopolymyositis, unspecified","Rheumatoid Arthritis"
"N004.00","Polymyositis","Rheumatoid Arthritis"
"N005.00","Adult Still's Disease","Rheumatoid Arthritis"
"N04..00","Rheumatoid arthritis and other inflammatory polyarthropathy","Rheumatoid Arthritis"
"N04..11","Inflammatory polyarthropathy","Rheumatoid Arthritis"
"N040.00","Rheumatoid arthritis","Rheumatoid Arthritis"
"N040000","Rheumatoid arthritis of cervical spine","Rheumatoid Arthritis"
"N040100","Other rheumatoid arthritis of spine","Rheumatoid Arthritis"
"N040200","Rheumatoid arthritis of shoulder","Rheumatoid Arthritis"
"N040300","Rheumatoid arthritis of sternoclavicular joint","Rheumatoid Arthritis"
"N040400","Rheumatoid arthritis of acromioclavicular joint","Rheumatoid Arthritis"
"N040500","Rheumatoid arthritis of elbow","Rheumatoid Arthritis"
"N040600","Rheumatoid arthritis of distal radio-ulnar joint","Rheumatoid Arthritis"
"N040700","Rheumatoid arthritis of wrist","Rheumatoid Arthritis"
"N040800","Rheumatoid arthritis of MCP joint","Rheumatoid Arthritis"
"N040900","Rheumatoid arthritis of PIP joint of finger","Rheumatoid Arthritis"
"N040A00","Rheumatoid arthritis of DIP joint of finger","Rheumatoid Arthritis"
"N040B00","Rheumatoid arthritis of hip","Rheumatoid Arthritis"
"N040C00","Rheumatoid arthritis of sacro-iliac joint","Rheumatoid Arthritis"
"N040D00","Rheumatoid arthritis of knee","Rheumatoid Arthritis"
"N040E00","Rheumatoid arthritis of tibio-fibular joint","Rheumatoid Arthritis"
"N040F00","Rheumatoid arthritis of ankle","Rheumatoid Arthritis"
"N040G00","Rheumatoid arthritis of subtalar joint","Rheumatoid Arthritis"
"N040H00","Rheumatoid arthritis of talonavicular joint","Rheumatoid Arthritis"
"N040J00","Rheumatoid arthritis of other tarsal joint","Rheumatoid Arthritis"
"N040K00","Rheumatoid arthritis of 1st MTP joint","Rheumatoid Arthritis"
"N040L00","Rheumatoid arthritis of lesser MTP joint","Rheumatoid Arthritis"
"N040M00","Rheumatoid arthritis of IP joint of toe","Rheumatoid Arthritis"
"N040N00","Rheumatoid vasculitis","Rheumatoid Arthritis"
"N040P00","Seronegative rheumatoid arthritis","Rheumatoid Arthritis"
"N040Q00","Rheumatoid bursitis","Rheumatoid Arthritis"
"N040R00","Rheumatoid nodule","Rheumatoid Arthritis"
"N040S00","Rheumatoid arthritis - multiple joint","Rheumatoid Arthritis"
"N040T00","Flare of rheumatoid arthritis","Rheumatoid Arthritis"
"N041.00","Felty's syndrome","Rheumatoid Arthritis"
"N042.00","Other rheumatoid arthropathy + visceral/systemic involvement","Rheumatoid Arthritis"
"N042000","Rheumatic carditis","Rheumatoid Arthritis"
"N042100","Rheumatoid lung disease","Rheumatoid Arthritis"
"N042200","Rheumatoid nodule","Rheumatoid Arthritis"
"N042z00","Rheumatoid arthropathy + visceral/systemic involvement NOS","Rheumatoid Arthritis"
"N043.00","Juvenile rheumatoid arthritis - Still's disease","Rheumatoid Arthritis"
"N043000","Juvenile rheumatoid arthropathy unspecified","Rheumatoid Arthritis"
"N043100","Acute polyarticular juvenile rheumatoid arthritis","Rheumatoid Arthritis"
"N043200","Pauciarticular juvenile rheumatoid arthritis","Rheumatoid Arthritis"
"N043300","Monarticular juvenile rheumatoid arthritis","Rheumatoid Arthritis"
"N043z00","Juvenile rheumatoid arthritis NOS","Rheumatoid Arthritis"
"N044.00","Chronic post-rheumatic arthropathy","Rheumatoid Arthritis"
"N045.00","Other juvenile arthritis","Rheumatoid Arthritis"
"N045000","Juvenile ankylosing spondylitis","Rheumatoid Arthritis"
"N045100","Juvenile seronegative polyarthritis","Rheumatoid Arthritis"
"N045200","Juvenile arthritis in psoriasis","Rheumatoid Arthritis"
"N045300","Juvenile arthritis in Crohn's disease","Rheumatoid Arthritis"
"N045400","Juvenile arthritis in ulcerative colitis","Rheumatoid Arthritis"
"N045500","Juvenile rheumatoid arthritis","Rheumatoid Arthritis"
"N045600","Pauciarticular onset juvenile chronic arthritis","Rheumatoid Arthritis"
"N047.00","Seropositive errosive rheumatoid arthritis","Rheumatoid Arthritis"
"N04X.00","Seropositive rheumatoid arthritis, unspecified","Rheumatoid Arthritis"
"N04y.00","Other specified inflammatory polyarthropathy","Rheumatoid Arthritis"
"N04y000","Rheumatoid lung","Rheumatoid Arthritis"
"N04y011","Caplan's syndrome","Rheumatoid Arthritis"
"N04y012","Fibrosing alveolitis associated with rheumatoid arthritis","Rheumatoid Arthritis"
"N04y100","Sero negative arthritis","Rheumatoid Arthritis"
"N04y200","Adult-onset Still's disease","Rheumatoid Arthritis"
"N04yz00","Other specified inflammatory polyarthropathy NOS","Rheumatoid Arthritis"
"N04z.00","Inflammatory polyarthropathy NOS","Rheumatoid Arthritis"
"N065.00","Unspecified polyarthropathy or polyarthritis","Rheumatoid Arthritis"
"N10..00","Inflammatory spondylopathies","Rheumatoid Arthritis"
"N20..00","Polymyalgia rheumatica","Rheumatoid Arthritis"
"N241.00","Myalgia and myositis unspecified","Rheumatoid Arthritis"
"N241100","Myositis unspecified","Rheumatoid Arthritis"
"N241200","Fibromyositis NOS","Rheumatoid Arthritis"
"N241z00","Myalgia or myositis NOS","Rheumatoid Arthritis"
"N362200","Swan-neck finger deformity","Rheumatoid Arthritis"
"Nyu1000","[X]Rheumatoid arthritis+involvement/other organs or systems","Rheumatoid Arthritis"
"Nyu1100","[X]Other seropositive rheumatoid arthritis","Rheumatoid Arthritis"
"Nyu1200","[X]Other specified rheumatoid arthritis","Rheumatoid Arthritis"
"Nyu1500","[X]Other juvenile arthritis","Rheumatoid Arthritis"
"Nyu1G00","[X]Seropositive rheumatoid arthritis, unspecified","Rheumatoid Arthritis"
"E203.00","Obsessive-compulsive disorders","Obsessive Compulsive Disorder"
"E203.11","Anancastic neurosis","Obsessive Compulsive Disorder"
"E203000","Compulsive neurosis","Obsessive Compulsive Disorder"
"E203100","Obsessional neurosis","Obsessive Compulsive Disorder"
"E203z00","Obsessive-compulsive disorder NOS","Obsessive Compulsive Disorder"
"Eu42.00","[X]Obsessive - compulsive disorder","Obsessive Compulsive Disorder"
"Eu42.11","[X]Anankastic neurosis","Obsessive Compulsive Disorder"
"Eu42.12","[X]Obsessive-compulsive neurosis","Obsessive Compulsive Disorder"
"Eu42000","[X]Predominantly obsessional thoughts or ruminations","Obsessive Compulsive Disorder"
"Eu42100","[X]Predominantly compulsive acts [obsessional rituals]","Obsessive Compulsive Disorder"
"Eu42200","[X]Mixed obsessional thoughts and acts","Obsessive Compulsive Disorder"
"Eu42y00","[X]Other obsessive-compulsive disorders","Obsessive Compulsive Disorder"
"Eu42z00","[X]Obsessive-compulsive disorder, unspecified","Obsessive Compulsive Disorder"
"G10..00","Chronic rheumatic pericarditis","Recurrent pulmonary embolus"
"G102.00","Chronic rheumatic myopericarditis","Recurrent pulmonary embolus"
"G501.00","Post infarction pericarditis","Recurrent pulmonary embolus"
"N000400","Systemic lupus erythematosus with pericarditis","Recurrent pulmonary embolus"
"7G09800","Cryotherapy to actinic keratosis","Actinic keratosis"
"M222.00","Senile keratoma","Actinic keratosis"
"M226.00","Solar keratosis","Actinic keratosis"
"M226.11","Actinic keratosis","Actinic keratosis"
"J614111","Autoimmune chronic active hepatitis","Autoimmune liver Disease"
"J616000","Primary biliary cirrhosis","Autoimmune liver Disease"
"J63B.00","Autoimmune hepatitis","Autoimmune liver Disease"
"J661700","Primary sclerosing cholangitis","Autoimmune liver Disease"
"7J20000","Primary laminectomy excision of cervical intervert disc","Disc Disorders"
"7J20100","Primary hemilaminectomy excision of cervical IV disc","Disc Disorders"
"7J20200","Primary fenestration excision of cervical intervert disc","Disc Disorders"
"7J20300","Primary anterior excis cervical IV disc & interbody fusion","Disc Disorders"
"7J20400","Primary posterior excision of cervical intervertebral disc","Disc Disorders"
"7J20600","Primary anterior excision of cervical intervertebr disc NEC","Disc Disorders"
"7J20700","Primary microdiscectomy of cervical intervertebral disc","Disc Disorders"
"7J20.00","Primary excision of cervical intervertebral disc","Disc Disorders"
"7J20800","Primary laser excision of cervical intervertebral disc","Disc Disorders"
"7J20y00","Primary excision of cervical intervertebral disc OS","Disc Disorders"
"7J20z00","Primary excision of cervical intervertebral disc NOS","Disc Disorders"
"7J21000","Revisional laminectomy excision of cervical intervert disc","Disc Disorders"
"7J21100","Revisional hemilaminectomy excision cervical intervert disc","Disc Disorders"
"7J21200","Revisional fenestration excision of cervical intervert disc","Disc Disorders"
"7J21300","Revision anterior excision cervical disc and fusion","Disc Disorders"
"7J21400","Revisional posterior excision of cervical intervert disc NEC","Disc Disorders"
"7J21600","Revisional anterior excision cervical intervert disc NEC","Disc Disorders"
"7J21700","Revisional microdiscectomy of cervical intervertebral disc","Disc Disorders"
"7J21.00","Revisional excision of cervical intervertebral disc ops","Disc Disorders"
"7J21y00","Revisional excision of cervical intervertebral disc OS","Disc Disorders"
"7J21z00","Revisional excision of cervical intervertebral disc NOS","Disc Disorders"
"7J23000","Primary anterior excision thoracic disc and fusion","Disc Disorders"
"7J23100","Primary anterolateral excision thoracic intervert disc NEC","Disc Disorders"
"7J23200","Primary costotransversectomy of thoracic intervertebral disc","Disc Disorders"
"7J23300","Primary posterior decompression of thoracic disc","Disc Disorders"
"7J23400","Primary anterolateral biopsy of thoracic intervertebral disc","Disc Disorders"
"7J23900","Excision of thoracic intervertebral disc NEC","Disc Disorders"
"7J23w00","Primary excision of thoracic intervertebral disc OS","Disc Disorders"
"7J23x00","Primary excision of thoracic intervertebral disc NOS","Disc Disorders"
"7J24600","Revisional excision of thoracic intervertebral disc NEC","Disc Disorders"
"7J24A00","Revis anterol exc thoracic intervertebral disc graft HFQ","Disc Disorders"
"7J24B00","Revision percutan endosc exc thoracic intervertebral disc","Disc Disorders"
"7J24x00","Revisional excision thoracic intervertebral disc NOS","Disc Disorders"
"7J27000","Prosthetic replacement of cervical intervertebral disc","Disc Disorders"
"7J27200","Prosthetic replacement of lumbar intervertebral disc","Disc Disorders"
"7J32000","Primary laminectomy excision of lumbar intervertebral disc","Disc Disorders"
"7J32100","Primary fenestration excision of lumbar disc","Disc Disorders"
"7J32111","Primary fenestration of lumbar intervertebral disc","Disc Disorders"
"7J32200","Primary anterior excision of lumbar disc and fusion","Disc Disorders"
"7J32211","Freebody anterior excision lumbar IV disc & interbody fusion","Disc Disorders"
"7J32300","Primary anterior excision of lumbar disc NEC","Disc Disorders"
"7J32400","Primary anterior excision of lumbar disc and posterior fusn","Disc Disorders"
"7J32500","Primary ant excision lumbar disc+post instrumentation","Disc Disorders"
"7J32600","Primary lumbar microdiscectomy","Disc Disorders"
"7J32700","Primary posterior excision of lumbar disc","Disc Disorders"
"7J32.00","Primary lumbar discectomy","Disc Disorders"
"7J32.11","Primary excision of lumbar intervertebral disc","Disc Disorders"
"7J32.12","Primary removal of lumbar intervertebral disc","Disc Disorders"
"7J32800","Primary laser excision of lumbar intervertebral disc","Disc Disorders"
"7J32900","Primary percutaneous intradiscal lumbar discectomy","Disc Disorders"
"7J32y00","Other specified primary lumbar discectomy","Disc Disorders"
"7J32z00","Primary excision of lumbar intervertebral disc NOS","Disc Disorders"
"7J33000","Revisional laminectomy excision of lumbar intervert disc","Disc Disorders"
"7J33100","Revisional fenestration excision of lumbar intervert disc","Disc Disorders"
"7J33200","Revisional anterior excision of lumbar disc and fusion","Disc Disorders"
"7J33400","Revisional anterior excision of lumbar disc and post fusion","Disc Disorders"
"7J33411","Revisional anterior excision of lumbar disc and post fusion","Disc Disorders"
"7J33600","Revisional lumbar microdiscectomy","Disc Disorders"
"7J33700","Revisional posterior excision of lumbar disc","Disc Disorders"
"7J33.00","Revisional lumbar discectomy","Disc Disorders"
"7J33.11","Revisional excision of lumbar intervertebral disc","Disc Disorders"
"7J33.12","Revisional removal of lumbar intervertebral disc","Disc Disorders"
"7J33y00","Other specified revisional lumbar discectomy","Disc Disorders"
"7J33z00","Revisional excision of lumbar intervertebral disc NOS","Disc Disorders"
"7J4H000","Primary automated percutan mech excis cerv intervert disc","Disc Disorders"
"7J4J000","Revisional automated percutan mech exc cerv intervert disc","Disc Disorders"
"7J4K000","Primary percutaneous decompres coblat cerv intervert disc","Disc Disorders"
"7J4L000","Revisional percutaneous decompres coblat cerv intervert disc","Disc Disorders"
"7J4M000","Primary percut intrad radio thermocoag cerv intervert disc","Disc Disorders"
"F163000","Myelopathy due to intervertebral disc disease","Disc Disorders"
"F337100","Nerve root and plexus compressions in intervert disc disord","Disc Disorders"
"N120.00","Cervical disc displacement without myelopathy","Disc Disorders"
"N120.11","Prolapsed cervical intervertebral disc without myelopathy","Disc Disorders"
"N120.12","Cervical disc displacement","Disc Disorders"
"N121.00","Thoracic disc displacement without myelopathy","Disc Disorders"
"N121.11","Prolapsed thoracic intervertebral disc without myelopathy","Disc Disorders"
"N122.00","Lumbar disc displacement","Disc Disorders"
"N122.11","Prolapsed lumbar intervertebral disc","Disc Disorders"
"N123.00","Disc displacement, site unspecified, without myelopathy","Disc Disorders"
"N123.11","Intervertebral disc prolapse NOS","Disc Disorders"
"N123.12","Prolapsed intervertebral disc without myelopathy","Disc Disorders"
"N124000","Schmorl's nodes of unspecified region","Disc Disorders"
"N124100","Schmorl's nodes of the thoracic region","Disc Disorders"
"N124200","Schmorl's nodes of the lumbar region","Disc Disorders"
"N124.00","Schmorl's nodes","Disc Disorders"
"N124z00","Schmorl's nodes, region NOS","Disc Disorders"
